Geneid	Chr	Start	End	Strand	Length	sample1	sample2	sample3	sample4
YDL236W	IV	32296	33234	+	939	154	135	217	259
YDR012W	IV	471853	472941	+	1089	469	401	717	715
YDL121C	IV	245133	245582	-	450	41	24	90	110
YDR525W-A	IV	1490596	1490835	+	240	16	23	72	83
tG(GCC)D2	IV	992832	992902	+	71	0	0	0	0
YDL190C	IV	118707	121592	-	2886	111	91	161	165
YDL047W	IV	369771	370706	+	936	99	87	168	165
YDR099W	IV	653607	654428	+	822	328	276	494	536
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	68	65	190	191
YDR164C	IV	782041	784215	-	2175	49	37	82	85
YDR058C	IV	567723	568703	-	981	4	11	28	44
YDL020C	IV	415113	416708	-	1596	84	88	140	156
YDL025C	IV	405344	407206	-	1863	90	95	110	142
YDR374C	IV	1223474	1224394	-	921	1	0	0	0
YDL207W	IV	88248	89864	+	1617	64	70	130	148
YDR270W	IV	1005675	1008689	+	3015	17	19	62	54
YDR152W	IV	765706	766503	+	798	105	96	140	160
YDL148C	IV	188154	190586	-	2433	49	49	67	74
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	0	0	0	0
YDR379C-A	IV	1233278	1233517	-	240	5	10	13	18
YDR218C	IV	903781	905052	-	1272	0	2	6	2
YDL018C	IV	422833	423510	-	678	21	19	57	70
YDR507C	IV	1462358	1465786	-	3429	45	40	140	115
YDL003W	IV	444683	446383	+	1701	36	29	67	77
YDR524C-B	IV	1489598	1489798	-	201	3328	2992	4403	4810
YDR371W	IV	1219413	1220948	+	1536	26	27	48	61
YDR359C	IV	1191936	1194884	-	2949	53	48	127	164
YDL180W	IV	135896	137539	+	1644	60	58	102	95
YDL133W	IV	222427	223740	+	1314	60	55	101	108
YDR335W	IV	1141168	1144842	+	3675	168	145	343	368
YDR351W	IV	1178666	1181260	+	2595	47	53	113	124
YDL150W	IV	183343	184611	+	1269	25	28	34	44
YDL177C	IV	141209	141721	-	513	16	19	33	37
YDR171W	IV	806621	807748	+	1128	475	467	561	605
YDR364C	IV	1202843	1204210	-	1368	26	20	39	37
YDR309C	IV	1079048	1080199	-	1152	57	45	137	155
YDL239C	IV	26403	28775	-	2373	15	14	28	25
YDL228C	IV	45277	45918	-	642	1	4	7	1
YDL156W	IV	174918	176486	+	1569	19	15	15	26
YDL016C	IV	425570	425872	-	303	10	10	26	29
tX(XXX)D	IV	1150842	1150941	-	100	0	0	0	0
YDR524W-C	IV	1489403	1489492	+	90	107	87	244	253
YDL085W	IV	303211	304848	+	1638	6	7	36	27
YDR300C	IV	1061505	1062791	-	1287	77	73	126	125
YDL168W	IV	159604	160764	+	1161	101	93	96	120
YDR360W	IV	1194598	1195032	+	435	1	1	3	6
YDR195W	IV	848599	850200	+	1602	19	14	36	34
YDR321W	IV	1108702	1109847	+	1146	152	120	195	236
YDR237W	IV	936615	937493	+	879	31	40	67	44
YDL127W	IV	234927	235853	+	927	16	12	38	47
YDR107C	IV	669016	671034	-	2019	38	42	72	85
YDR472W	IV	1403322	1404173	+	852	38	34	51	68
YDL030W	IV	397537	399129	+	1593	21	21	56	54
YDR468C	IV	1398026	1398700	-	675	52	59	99	104
YDL084W	IV	305237	306577	+	1341	414	382	640	735
YDL203C	IV	96082	97953	-	1872	35	28	57	68
YDL025W-A	IV	405410	405514	+	105	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	4	6	23	33
YDL229W	IV	44065	45906	+	1842	658	581	437	472
YDR329C	IV	1126270	1127595	-	1326	82	64	172	163
YDR034C	IV	509737	512109	-	2373	43	41	61	68
YDR009W	IV	463434	464996	+	1563	12	11	23	24
tS(AGA)D2	IV	980974	981055	-	82	0	0	0	0
YDR488C	IV	1429188	1430789	-	1602	33	33	39	52
YDR103W	IV	658350	661103	+	2754	41	49	67	90
YDR336W	IV	1145092	1146036	+	945	25	23	33	44
YDL101C	IV	280307	281848	-	1542	23	25	50	49
YDR162C	IV	780390	781100	-	711	44	43	83	99
YDR312W	IV	1087581	1088942	+	1362	18	20	27	29
YDL061C	IV	340628	340798	-	171	438	330	486	526
YDL040C	IV	378874	381438	-	2565	118	109	205	241
YDR145W	IV	746738	748357	+	1620	116	115	218	221
YDR124W	IV	700315	701289	+	975	10	11	22	19
YDL231C	IV	38867	42244	-	3378	78	63	118	112
YDR190C	IV	840604	841995	-	1392	227	187	284	297
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	33	40	71	66
YDR463W	IV	1386816	1388375	+	1560	56	64	125	124
YDR491C	IV	1434500	1434991	-	492	1	1	6	6
YDR449C	IV	1357580	1358902	-	1323	6	8	12	19
YDL035C	IV	389172	392057	-	2886	73	70	192	162
YDR074W	IV	593893	596583	+	2691	742	701	695	803
YDR525W	IV	1489905	1490234	+	330	0	0	0	2
YDR257C	IV	969990	971474	-	1485	32	39	53	66
YDR402C	IV	1272234	1273703	-	1470	0	1	3	0
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	1087	1085	1229	1393
YDR376W	IV	1226822	1228303	+	1482	47	37	86	92
YDR161W	IV	779043	780206	+	1164	44	54	64	75
YDR090C	IV	625066	625998	-	933	43	48	90	95
YDR189W	IV	838392	840392	+	2001	74	82	156	169
YDR524C	IV	1487542	1488990	-	1449	42	31	58	78
YDL237W	IV	30657	31829	+	1173	57	75	109	147
YDR188W	IV	836421	838061	+	1641	395	386	518	589
YDL133C-A	IV	221724	221801	-	78	291	233	446	464
YDR531W	IV	1498232	1499335	+	1104	69	61	108	114
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0
YDR226W	IV	916486	917154	+	669	522	499	879	931
YDL054C	IV	359825	361285	-	1461	64	57	117	119
YDL205C	IV	92762	93745	-	984	73	58	80	119
YDR537C	IV	1510856	1511461	-	606	0	0	0	0
YDR496C	IV	1441433	1443403	-	1971	64	37	51	55
YDR313C	IV	1089219	1090079	-	861	36	27	39	54
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	33	34	50	42
tV(CAC)D	IV	1075472	1075544	-	73	0	0	0	0
YDR340W	IV	1150881	1151183	+	303	0	0	0	0
YDL147W	IV	190924	192261	+	1338	189	166	347	410
YDL081C	IV	309802	310122	-	321	731	700	1208	1352
YDR283C	IV	1025070	1030049	-	4980	62	54	102	104
YDR261C	IV	977521	979209	-	1689	111	88	133	181
YDL211C	IV	79294	80412	-	1119	16	12	18	28
YDL074C	IV	324047	326149	-	2103	63	47	151	151
YDL091C	IV	293392	294759	-	1368	37	32	77	68
YDR346C	IV	1167214	1168659	-	1446	235	228	319	358
YDR072C	IV	589761	591344	-	1584	176	193	225	216
YDR242W	IV	946807	948456	+	1650	28	18	45	53
YDR323C	IV	1112480	1114027	-	1548	7	9	26	20
YDR486C	IV	1427431	1428120	-	690	65	60	111	135
YDR420W	IV	1306267	1311675	+	5409	68	77	129	143
YDL122W	IV	242552	244981	+	2430	121	120	201	194
YDR390C	IV	1254937	1256847	-	1911	79	50	133	126
YDR481C	IV	1418550	1420250	-	1701	284	273	267	276
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	24	16	36	42
YDL105W	IV	272389	273597	+	1209	13	8	24	19
YDL141W	IV	203039	205111	+	2073	46	43	92	83
YDR400W	IV	1271063	1272085	+	1023	24	25	45	57
YDR522C	IV	1483795	1485303	-	1509	5	5	5	9
YDL173W	IV	148191	149078	+	888	61	61	124	146
YDR279W	IV	1019368	1020420	+	1053	36	23	35	50
YDR281C	IV	1022007	1022321	-	315	11	19	0	2
YDR213W	IV	889751	892492	+	2742	57	71	72	77
YDR179W-A	IV	819433	820824	+	1392	7	3	16	10
YDR330W	IV	1127872	1129374	+	1503	102	109	137	159
YDR106W	IV	667004	667858	+	855	3	3	3	1
YDL178W	IV	139522	141114	+	1593	82	68	110	134
YDR484W	IV	1422763	1424688	+	1926	28	17	37	39
YDR308C	IV	1078027	1078449	-	423	31	22	39	41
YDL192W	IV	116321	116866	+	546	533	475	848	930
YDL202W	IV	98475	99224	+	750	39	32	52	46
YDR146C	IV	748613	750742	-	2130	59	36	59	60
YDR241W	IV	945151	945438	+	288	0	3	7	10
YDL158C	IV	173866	174174	-	309	5	4	2	7
YDL185W	IV	126787	130002	+	3216	708	641	1083	1165
YDR251W	IV	960614	963106	+	2493	190	193	316	409
tL(UAA)D	IV	519743	519826	+	84	0	0	0	0
YDR192C	IV	843569	844861	-	1293	18	22	40	46
YDR368W	IV	1213904	1214842	+	939	100	95	190	224
YDR494W	IV	1436930	1438015	+	1086	51	47	93	87
YDR399W	IV	1270068	1270733	+	666	206	215	105	115
YDR070C	IV	588098	588379	-	282	6	8	8	13
YDR138W	IV	730578	732836	+	2259	22	28	50	46
YDR031W	IV	503498	503863	+	366	3	9	16	23
YDR255C	IV	966557	967822	-	1266	45	33	67	66
YDL060W	IV	341619	343985	+	2367	53	66	80	64
YDR048C	IV	553084	553398	-	315	0	0	0	0
YDR067C	IV	582791	583465	-	675	32	18	44	48
YDR126W	IV	703234	704244	+	1011	11	16	31	32
YDR315C	IV	1092741	1093586	-	846	8	15	22	33
YDL126C	IV	236157	238664	-	2508	1318	1142	1956	2120
YDR262W	IV	993134	993952	+	819	79	60	109	110
tQ(UUG)D3	IV	802731	802802	-	72	0	0	0	0
YDR345C	IV	1162957	1164660	-	1704	3236	3022	2451	2790
YDR079W	IV	603064	603399	+	336	5	6	26	23
YDR433W	IV	1329600	1330040	+	441	2	1	2	0
YDL144C	IV	198662	199732	-	1071	104	79	153	160
YDR306C	IV	1073735	1075171	-	1437	34	37	82	97
YDR292C	IV	1043146	1045011	-	1866	118	121	207	228
YDL009C	IV	432925	433248	-	324	3	9	23	30
YDR290W	IV	1039370	1039699	+	330	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	12	16	25	26
YDR170C	IV	796193	802222	-	6030	238	225	326	377
YDR174W	IV	812110	812850	+	741	229	209	365	377
YDL218W	IV	66493	67446	+	954	11	8	5	12
YDL062W	IV	339857	340282	+	426	0	0	0	1
YDL048C	IV	366739	368211	-	1473	185	171	109	133
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	784	716	946	1087
YDR112W	IV	679544	679852	+	309	3	2	5	4
YDR538W	IV	1510902	1511630	+	729	5	2	13	9
YDL011C	IV	432308	432631	-	324	0	0	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	0
YDR301W	IV	1063352	1067425	+	4074	56	52	99	109
YDR412W	IV	1294693	1295400	+	708	7	2	7	10
YDR530C	IV	1496791	1497768	-	978	98	90	149	167
YDR227W	IV	917571	921647	+	4077	21	20	60	61
YDR041W	IV	539803	540414	+	612	56	63	106	120
YDR015C	IV	477960	478199	-	240	0	0	0	0
YDL008W	IV	433497	433994	+	498	45	39	45	56
YDR234W	IV	931129	933210	+	2082	71	99	82	92
YDR511W	IV	1470017	1470418	+	402	24	23	39	61
YDR519W	IV	1480425	1480832	+	408	54	48	110	129
YDL086C-A	IV	301655	302089	-	435	0	0	0	0
YDR250C	IV	960086	960361	-	276	0	0	1	3
YDR465C	IV	1393336	1394574	-	1239	79	80	117	140
YDL001W	IV	447984	449276	+	1293	25	14	51	45
YDR454C	IV	1366264	1366827	-	564	134	145	216	263
YDR013W	IV	473157	473783	+	627	18	12	42	46
YDR076W	IV	598468	599688	+	1221	10	12	30	30
YDL095W	IV	287059	289512	+	2454	233	192	370	408
YDL007C-A	IV	436567	436824	-	258	0	1	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	922	853	1330	1420
YDR100W	IV	655013	655444	+	432	42	33	114	99
YDR479C	IV	1415210	1416874	-	1665	78	91	202	193
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0
YDL117W	IV	248581	251238	+	2658	38	36	93	116
YDR140W	IV	734138	734803	+	666	12	20	42	35
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	184	162	229	263
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	56	61	80	75
YDR062W	IV	576474	578159	+	1686	213	207	304	341
YDR143C	IV	742042	743874	-	1833	87	77	99	115
YDL172C	IV	148607	149086	-	480	0	0	0	0
YDL053C	IV	361699	362256	-	558	71	59	76	85
YDR223W	IV	912099	913502	+	1404	16	15	28	33
YDL037C	IV	384601	385587	-	987	22	21	2	8
YDL167C	IV	160995	163154	-	2160	36	26	35	35
YDR246W-A	IV	955133	955333	+	201	4	13	9	15
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	233	248	512	585
YDL226C	IV	51115	52173	-	1059	119	121	193	226
YDR467C	IV	1397583	1397909	-	327	5	2	8	4
YDL134C	IV	219662	220771	-	1110	195	152	249	304
YDR117C	IV	683946	685643	-	1698	46	47	99	95
YDR314C	IV	1090433	1092511	-	2079	10	11	20	11
YDR440W	IV	1342493	1344241	+	1749	39	48	39	55
YDR303C	IV	1068729	1071386	-	2658	43	40	65	67
YDL078C	IV	315357	316388	-	1032	243	213	357	401
YDL238C	IV	28985	30454	-	1470	39	36	54	42
YDR529C	IV	1496165	1496548	-	384	84	72	123	125
YDR437W	IV	1337352	1337774	+	423	6	4	13	14
snR47	IV	541602	541700	-	99	0	0	2	2
YDL196W	IV	106741	107070	+	330	1	2	1	3
YDR452W	IV	1362878	1364902	+	2025	185	193	477	493
YDR445C	IV	1352182	1352589	-	408	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	66	46	116	108
tQ(UUG)D1	IV	520972	521043	+	72	0	0	0	0
YDR490C	IV	1431968	1434268	-	2301	60	51	132	151
YDR516C	IV	1474974	1476476	-	1503	1244	1178	1098	1155
YDR509W	IV	1468226	1468573	+	348	0	0	0	1
YDL193W	IV	114672	115799	+	1128	49	40	94	86
YDL137W	IV	216529	217074	+	546	305	256	650	727
YDL118W	IV	247302	247682	+	381	1	0	2	1
YDR235W	IV	933504	935138	+	1635	15	14	45	46
YDR233C	IV	929470	930357	-	888	259	274	568	574
YDR388W	IV	1250186	1251634	+	1449	445	398	523	588
YDR209C	IV	871036	871449	-	414	29	29	33	40
YDR049W	IV	553254	555152	+	1899	33	18	47	57
YDL194W	IV	111580	114234	+	2655	68	52	89	77
YDR021W	IV	486804	488003	+	1200	7	4	6	12
YDR353W	IV	1183299	1184258	+	960	696	655	967	1043
YDR051C	IV	557056	558060	-	1005	42	57	103	107
YDR288W	IV	1037195	1038106	+	912	19	16	36	41
YDR141C	IV	734901	739997	-	5097	77	64	152	154
YDR194C	IV	845952	847946	-	1995	76	76	85	106
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	42	40	91	87
YDR054C	IV	561440	562327	-	888	162	126	330	358
YDR122W	IV	694700	697894	+	3195	199	184	316	321
YDR184C	IV	830629	831513	-	885	4	6	7	13
YDR183C-A	IV	830397	830654	-	258	1	0	0	0
YDL240W	IV	22823	25876	+	3054	30	30	72	46
YDR056C	IV	565023	565640	-	618	112	109	195	209
YDR541C	IV	1519664	1520698	-	1035	27	22	75	66
YDL042C	IV	376757	378445	-	1689	17	21	28	36
YDR185C	IV	831934	832473	-	540	29	22	42	36
YDR328C	IV	1125434	1126018	-	585	204	201	283	328
YDR280W	IV	1020747	1021664	+	918	79	58	108	118
tV(UAC)D	IV	488797	488870	-	74	0	0	0	0
YDR098C	IV	644178	644930	-	753	74	85	184	188
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	66	48	67	77
YDR423C	IV	1318046	1319275	-	1230	58	48	137	118
YDR017C	IV	479115	482267	-	3153	94	62	136	141
YDR419W	IV	1303174	1305072	+	1899	27	18	35	47
YDR444W	IV	1350290	1352353	+	2064	33	18	49	52
YDR341C	IV	1151803	1153626	-	1824	239	219	348	323
YDR154C	IV	768403	768753	-	351	52	62	85	90
YDR464W	IV	1388872	1393179	+	4308	33	29	74	94
YDR132C	IV	718816	720303	-	1488	20	9	44	58
YDL210W	IV	84270	85985	+	1716	5	6	15	17
YDR395W	IV	1263324	1266158	+	2835	82	86	83	118
YDL222C	IV	60872	61801	-	930	8	12	18	20
YDR372C	IV	1221112	1222149	-	1038	142	111	231	269
YDR325W	IV	1117126	1120233	+	3108	36	34	56	57
YDR216W	IV	895035	899006	+	3972	53	50	134	166
YDR082W	IV	610441	611925	+	1485	13	13	30	28
YDL224C	IV	54397	56346	-	1950	89	81	146	164
YDR498C	IV	1445843	1446994	-	1152	40	50	73	98
YDR010C	IV	465051	465383	-	333	3	1	10	9
YDR006C	IV	458542	461247	-	2706	80	79	162	179
YDR182W	IV	827582	829057	+	1476	82	78	165	194
YDL102W	IV	276872	280165	+	3294	44	33	62	54
YDL179W	IV	138291	139205	+	915	17	15	24	20
YDL067C	IV	334217	334396	-	180	33	38	78	91
YDR030C	IV	501753	503273	-	1521	9	11	18	11
YDR020C	IV	485746	486444	-	699	11	15	23	18
YDR527W	IV	1491094	1492413	+	1320	44	42	99	82
YDR333C	IV	1133260	1135431	-	2172	73	65	111	113
YDL093W	IV	289909	292140	+	2232	39	25	78	86
YDL043C	IV	375680	376480	-	801	19	19	20	24
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	36	28	86	86
YDR322C-A	IV	1112003	1112293	-	291	48	45	80	94
YDL130W-A	IV	229171	229431	+	261	59	52	78	83
YDR210W	IV	871074	871301	+	228	0	0	0	0
YDR260C	IV	976717	977229	-	513	38	37	102	88
YDL017W	IV	424209	425732	+	1524	14	17	45	47
YDR073W	IV	592439	592948	+	510	90	69	115	111
YDL069C	IV	333121	333810	-	690	5	8	9	9
YDR455C	IV	1367373	1367681	-	309	0	0	0	0
YDR461W	IV	1385176	1385286	+	111	59	52	70	62
YDR435C	IV	1332983	1333969	-	987	84	87	132	125
YDL063C	IV	338272	340134	-	1863	13	11	10	17
YDR121W	IV	693585	694175	+	591	46	33	68	58
YDR178W	IV	817950	818495	+	546	94	112	197	217
YDL013W	IV	429067	430926	+	1860	56	56	136	121
YDR534C	IV	1503314	1504900	-	1587	84	79	116	130
YDR392W	IV	1258696	1259709	+	1014	51	42	102	93
YDR034C-A	IV	520516	520692	-	177	0	0	1	1
YDL132W	IV	224304	226751	+	2448	157	149	282	312
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	1	0	7	4
YDR202C	IV	856898	857953	-	1056	31	19	45	53
YDL050C	IV	364446	364817	-	372	5	5	4	5
YDR524C-A	IV	1489871	1489990	-	120	0	0	0	2
YDL109C	IV	265258	267201	-	1944	17	19	30	34
YDR211W	IV	884727	886865	+	2139	144	110	167	200
YDR110W	IV	676102	677802	+	1701	29	16	39	40
tG(CCC)D	IV	1257008	1257079	-	72	0	0	0	0
YDR274C	IV	1011589	1011960	-	372	39	49	13	25
YDR167W	IV	789449	790069	+	621	60	66	114	113
YDR156W	IV	769525	769938	+	414	26	28	40	71
YDL223C	IV	57265	60405	-	3141	39	43	86	94
YDR075W	IV	597156	598082	+	927	18	17	30	37
YDR039C	IV	531307	534582	-	3276	0	0	0	0
YDL088C	IV	298417	300003	-	1587	60	65	99	115
YDL129W	IV	231024	231899	+	876	9	2	18	15
YDL215C	IV	70640	73918	-	3279	119	104	177	187
YDR297W	IV	1056551	1057600	+	1050	193	191	282	332
YDR131C	IV	716790	718460	-	1671	12	13	17	24
YDR230W	IV	926223	926570	+	348	1	1	4	4
YDR348C	IV	1170326	1171825	-	1500	143	147	300	322
YDL169C	IV	158064	158735	-	672	23	17	57	56
YDR007W	IV	461842	462516	+	675	42	38	58	77
YDL195W	IV	107208	111029	+	3822	355	334	521	601
YDR263C	IV	994242	995534	-	1293	9	6	17	18
YDR220C	IV	907000	907293	-	294	0	0	2	0
YDR429C	IV	1324477	1325301	-	825	365	334	496	513
YDR119W-A	IV	691014	691214	+	201	7	14	4	4
YDR421W	IV	1312040	1314892	+	2853	34	50	94	105
YDL186W	IV	125616	126449	+	834	15	10	21	25
YDL198C	IV	103649	104551	-	903	136	115	145	178
YDL120W	IV	245923	246447	+	525	57	58	58	92
YDR379W	IV	1230167	1233196	+	3030	78	98	162	157
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	349	290	557	646
YDR205W	IV	859346	861520	+	2175	40	36	64	76
YDR094W	IV	635840	636175	+	336	0	0	0	0
YDR369C	IV	1215016	1217580	-	2565	23	21	40	41
YDR088C	IV	618497	619645	-	1149	29	34	83	96
YDR411C	IV	1293369	1294394	-	1026	74	79	129	125
YDR441C	IV	1344517	1345062	-	546	21	23	33	36
YDR446W	IV	1353725	1354633	+	909	0	0	0	0
YDL183C	IV	130871	131833	-	963	12	10	19	27
YDR194W-A	IV	848071	848223	+	153	0	0	0	0
YDR114C	IV	681924	682226	-	303	0	0	0	1
YDR442W	IV	1345647	1346039	+	393	0	0	1	2
tK(CUU)D2	IV	1352466	1352538	-	73	0	0	0	0
YDL059C	IV	344237	344953	-	717	30	13	37	45
YDR016C	IV	478474	478758	-	285	19	27	50	55
YDR430C	IV	1325501	1328470	-	2970	79	81	115	139
YDR366C	IV	1212438	1212836	-	399	1	1	0	1
YDR374W-A	IV	1224757	1225026	+	270	9	7	20	34
YDR293C	IV	1045640	1049392	-	3753	454	393	625	630
YDR459C	IV	1382319	1383443	-	1125	32	20	76	82
YDR022C	IV	488072	488662	-	591	19	16	53	33
YDR217C	IV	899551	903480	-	3930	38	36	81	90
YDR052C	IV	558511	560625	-	2115	47	50	114	131
YDL027C	IV	403695	404957	-	1263	45	38	62	108
YDR104C	IV	661173	664910	-	3738	17	15	52	61
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	196	181	249	274
YDR248C	IV	957758	958339	-	582	24	16	33	37
YDR078C	IV	602198	602869	-	672	11	6	26	42
YDR068W	IV	583713	584645	+	933	67	61	112	127
YDL080C	IV	310642	312471	-	1830	64	57	71	81
YDR461C-A	IV	1385524	1385766	-	243	26	20	57	61
YDR252W	IV	963412	963861	+	450	7	7	16	16
YDL046W	IV	371240	371761	+	522	237	224	392	435
YDR540C	IV	1517136	1517675	-	540	7	5	8	11
YDR181C	IV	825910	827355	-	1446	26	36	68	70
YDL200C	IV	100501	101067	-	567	12	11	29	27
YDR108W	IV	671269	673365	+	2097	30	29	53	46
YDR337W	IV	1146319	1147179	+	861	28	30	64	76
YDR356W	IV	1186107	1188941	+	2835	30	26	72	56
YDL235C	IV	33415	33918	-	504	36	19	75	85
YDR320W-B	IV	1108484	1108621	+	138	0	1	0	0
YDL245C	IV	11657	13360	-	1704	2	1	5	0
YDR170W-A	IV	803195	804517	+	1323	13	12	20	25
YDR210W-B	IV	872112	877425	+	5314	1	1	0	1
YDR210C-D	IV	878659	883927	-	5269	1	1	0	3
YDR316W-B	IV	1096064	1101332	+	5269	0	0	0	0
YDR261C-D	IV	987534	992349	-	4816	6	5	3	1
YDR210C-C	IV	882605	883927	-	1323	0	0	0	0
YDR261C-C	IV	991027	992349	-	1323	0	0	0	0
YDR261W-B	IV	981462	986775	+	5314	3	3	4	3
YDR365W-A	IV	1206997	1208319	+	1323	0	0	0	0
YDR316W-A	IV	1096064	1097386	+	1323	0	0	0	0
YDR261W-A	IV	981462	982778	+	1317	0	0	0	0
YDR365W-B	IV	1206997	1212265	+	5269	1	0	1	0
YDR098C-B	IV	645858	651126	-	5269	0	2	0	1
YDR098C-A	IV	649804	651126	-	1323	0	0	0	0
YDR210W-A	IV	872112	873428	+	1317	0	0	0	0
YDR034C-D	IV	514043	519356	-	5314	4	2	2	1
YDR034C-C	IV	518040	519356	-	1317	0	0	0	0
YOR185C	XV	681444	682106	-	663	66	58	79	81
YOR237W	XV	781994	783298	+	1305	12	11	26	30
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	54	52	137	133
tG(GCC)O1	XV	226611	226681	-	71	0	0	0	0
YOL144W	XV	53098	54552	+	1455	20	19	39	37
snR8	XV	832332	832521	+	190	2	4	14	16
YOR082C	XV	479296	479637	-	342	1	2	1	0
YOL072W	XV	194970	196337	+	1368	40	35	49	57
YOR114W	XV	537570	538454	+	885	3	8	16	33
YOL085C	XV	161673	162014	-	342	1	0	5	7
YOR385W	XV	1065043	1065915	+	873	16	13	22	26
YOR214C	XV	745593	746303	-	711	0	1	2	1
YOL119C	XV	94856	96361	-	1506	50	47	86	100
YOR019W	XV	368127	370319	+	2193	30	31	92	89
YOR206W	XV	727512	729644	+	2133	26	35	53	53
YOR345C	XV	981812	982162	-	351	0	0	0	0
YOR341W	XV	960987	965981	+	4995	177	205	233	276
YOL088C	XV	153912	154745	-	834	56	41	100	101
YOR392W	XV	1079282	1079725	+	444	0	0	0	0
YOR160W	XV	633839	636757	+	2919	42	47	66	88
YOR084W	XV	480587	481750	+	1164	53	56	86	112
YOR039W	XV	405768	406544	+	777	65	52	96	132
YOR264W	XV	818866	820158	+	1293	49	56	74	73
YOR281C	XV	846269	847129	-	861	38	51	128	117
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	0	0	0	0
YOR230W	XV	770800	772113	+	1314	545	562	509	557
YOR144C	XV	602717	605092	-	2376	10	11	18	24
YOL081W	XV	171070	180309	+	9240	127	114	217	254
YOL052C	XV	232446	233636	-	1191	54	50	75	82
YOR285W	XV	849635	850054	+	420	204	177	376	403
YOR058C	XV	433688	436345	-	2658	22	23	43	45
YOR270C	XV	828052	830574	-	2523	462	420	821	905
YOL154W	XV	34658	35407	+	750	13	19	51	48
YOR115C	XV	538659	539465	-	807	34	36	63	72
YOL003C	XV	321858	322994	-	1137	46	26	57	66
YOR258W	XV	811671	812324	+	654	6	9	20	13
tN(GUU)O2	XV	487439	487512	+	74	0	0	0	0
YOL103W	XV	124001	125830	+	1830	68	81	136	145
YOR215C	XV	746725	747282	-	558	72	72	149	156
YOL095C	XV	139227	141347	-	2121	11	8	26	28
YOL063C	XV	207392	210265	-	2874	58	51	79	91
YOL079W	XV	181057	181455	+	399	0	0	0	0
YOR389W	XV	1074213	1076087	+	1875	10	14	16	27
YOR231W	XV	772601	774127	+	1527	48	56	80	84
YOR021C	XV	372798	373439	-	642	70	88	129	177
YOR139C	XV	586950	587342	-	393	0	0	0	0
YOR120W	XV	551114	552052	+	939	71	59	46	44
YOL038W	XV	255337	256101	+	765	336	298	572	606
YOR023C	XV	376012	377712	-	1701	89	81	166	146
YOL124C	XV	85456	86757	-	1302	19	19	27	30
YOR212W	XV	742910	744181	+	1272	142	149	165	167
YOL013W-A	XV	301047	301238	+	192	1	2	0	3
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	1463	1350	2155	2304
YOR181W	XV	675939	677840	+	1902	232	223	296	315
YOR333C	XV	944541	944957	-	417	0	0	0	0
YOR335C	XV	946233	949109	-	2877	311	299	449	447
YOL046C	XV	243466	244140	-	675	0	0	0	0
YOL029C	XV	269815	270420	-	606	29	32	84	85
YOL155W-A	XV	27084	27218	+	135	0	0	0	0
YOR072W	XV	461502	461816	+	315	0	0	5	1
YOL161C	XV	11549	11911	-	363	0	0	0	0
snR58	XV	136088	136183	-	96	0	1	2	2
YOL122C	XV	89692	91419	-	1728	82	77	134	156
YOR252W	XV	803667	804203	+	537	26	23	30	43
YOR157C	XV	630966	631751	-	786	199	205	313	395
YOL107W	XV	112102	113130	+	1029	17	20	27	42
YOR274W	XV	837674	838960	+	1287	32	24	49	48
YOL013W-B	XV	300690	300980	+	291	0	0	0	1
YOR343C	XV	968148	968474	-	327	4	2	9	7
YOR093C	XV	497506	502452	-	4947	32	31	68	61
YOR381W-A	XV	1058423	1058590	+	168	1	0	0	2
YOL065C	XV	204731	205885	-	1155	38	23	50	55
YOR092W	XV	495127	496968	+	1842	52	48	53	58
YOR207C	XV	730008	733457	-	3450	131	119	184	192
YOR365C	XV	1023461	1025572	-	2112	11	7	15	16
YOL005C	XV	315813	316175	-	363	82	69	141	132
